pos,label
l-s---mn- d-------- n-s---mn- n-s---fd- c-------- v3siia--- v-sapamn- r-------- l-s---ma- n-s---ma- c-------- d-------- v-sppemn- l-s---ma- n-s---ma- a-p---na- n-p---na- v3siia--- v--rna--- u-------- v-sppamn- i-------- n-s---mv- u-------- r-------- l-s---mg- a-s---mg- n-s---mg- u-------- n-s---mg- c-------- n-s---mg- d-------- v1plie--- u-------- v-sppamn- l-s---mg- n-s---mg- l-p---ma- n-p---ma- u--------,h
v-sapamn- d-------- c-------- v-sapamn- n-s---mn- u-------- v-sppamn- v--ana--- l-s---md- n-s---md- n-s---fg- l-s---fg- n-s---mg- r-------- u-------- v3siie--- l-s---ma- d-------- n-s---ma- c-------- l-s---ma- n-s---ma- u--------,h
c-------- d-------- v3piia--- a-p---mn- u-------- v-sapamn- r-------- l-s---ma- n-s---ma- l-s---mn- n-s---mn- v3siia--- p2s----n- d-------- v-sppamn- p-s---mg- a-s---mg- v-sppamg- n-s---mn- v2saia--- l-s---ma- p-s---mg- n-s---ma- v-sppamg- a-s---mg- r-------- p1s---md- n-s---fd- a-s---fd- v--ana--- u--------,h
l-s---mn- d-------- v3siie--- d-------- u--------,h
i-------- n-s---mv- u-------- p1s---mn- p-p---na- p-s---ma- v1saia--- r-------- n-s---fd- u--------,h
l-p---mn- d-------- p1s---ma- r-------- l-s---fg- n-s---fg- n-p---mn- u-------- p-p---mg- d-------- p-s---mn- v3siia--- u-------- v-pppamn- a-p---mg- p-p---mg- v3paim--- n-s---ma- u--------,h
v1piia--- d-------- p-p---md- v--pna--- r-------- p-s---na- a-s---mn- u--------,h
l-p---mn- d-------- d-------- a-p---mn- n-p---mn- l-p---na- v-pppena- v3piia--- u-------- p-s---mn- c-------- v3siia--- d-------- c-------- n-s---ma- v3siia--- a-s---ma- u-------- r-------- p-s---na- v3saia--- l-s---fa- n-s---fa- u--------,h
c-------- d-------- d-------- p-s---ng- r-------- a-s---mn- a-s---ng- a-s---ng- v1spia--- u-------- p-s---mn- l-p---mn- v1spia--- u--------,h
p-p---na- v-sppamg- l-s---mg- n-s---mg- l-s---ma- n-s---ma- v3siia--- n-s---fn- p-s---mg- u-------- d-------- p-s---md- l-s---mn- d-------- n-s---mn- l-s---ng- n-s---ng- v--pne--- v3siia--- r-------- p-s---ma- c-------- l-s---fn- n-s---fn- a-s---fnc v--pna--- u-------- l-s---mn- c-------- n-s---mn- l-s---fg- n-s---fg- l-s---fd- n-s---fd- l-s---mg- n-s---mg- v3siia--- v--pna--- u--------,h
v-sappmn- d-------- p-p---md- r-------- n-s---ma- a-s---mn- v3siia--- u--------,h
d-------- d-------- d-------- d-------- v-sappmn- v3saia--- u-------- v-sppamn- v--ana--- l-s---ma- n-s---ma- u-------- c-------- l-s---ma- n-s---ma- a-s---ma- v-sapamn- v3sasa--- u-------- n-s---mv- u-------- p-s---mn- p-p---na- v1sfia--- c-------- p2s----a- c-------- l-s---ma- n-s---ma- l-s---ma- a-s---ma- p-s---na- v--pne--- u--------,h
l-s---ma- d-------- d-------- n-s---ma- v3spia--- u-------- l-s---ma- d-------- n-s---ma- v3piia--- d-------- l-p---mn- n-p---mn- v-sapamg- l-s---mg- n-s---mg- u-------- c-------- c-------- v3slie--- l-s---mn- n-s---mn- a-s---mn- d-------- u-------- p-p---na- p-s---ma- v3siie--- l-s---mn- n-s---mn- u-------- d-------- v3saoa--- l-s---ma- n-s---ma- c-------- p-s---mn- v3spoa--- l-s---mn- v-sapamn- u--------,h
l-s---mn- d-------- r-------- p-s---ng- d-------- v3siia--- v--rna--- c-------- l-s---fa- v-sapafa- p-s---ma- v--pna--- d-------- r-------- p-s---md- u--------,h
n-s---mn- d-------- p3s---ma- d-------- d-------- v--pne--- v3siia--- v-sppama- r-------- n-p---fa- a-p---fa- v--pne--- u-------- d-------- c-------- v-sppamn- p-p---na- v3siia--- l-p---md- a-p---md- v--pna--- p-s---ma- u--------,h
l-s---mn- d-------- v-sppemn- r-------- l-p---fa- n-p---fa- d-------- d-------- v3siia--- l-s---ma- v-sppama- n-s---ma- u--------,h
v-sppemn- d-------- r-------- n-s---fg- v3siia--- l-s---fd- n-s---fd- v-sppemn- u-------- d-------- v3siia--- r-------- n-p---fa- d-------- c-------- n-s---fa- p-s---md- v-sppamn- v--pna--- p-s---ma- u--------,h
n-s---mn- d-------- l-s---mg- d-------- n-s---mg- l-s---fa- n-s---fa- v-sapamg- n-s---ma- d-------- d-------- a-s---mac v3siie--- u-------- n-s---md- c-------- d-------- d-------- v-sppemn- v--fna--- p-s---ma- l-p---ma- a-p---ma- v3siia--- u--------,h
c-------- d-------- p-s---md- v3siia--- l-s---mn- n-s---mn- u-------- v3siie--- p3s---ma- l-s---mn- n-s---mn- n-s---mv- u-------- a-s---md- d-------- n-s---md- l-s---ma- n-s---ma- v2saim--- p-s---ma- p-s---md- v1saia--- r-------- n-s---fg- v-srpamd- l-s---fg- a-s---fg- u--------,h
l-s---mn- d-------- n-s---mn- c-------- v3saia--- l-s---ma- n-s---ma- d-------- v-sppama- u-------- d-------- v3spie--- r-------- a-s---fa- n-s---fa- u-------- c-------- d-------- v-sppemn- v3spse--- u-------- c-------- v3spia--- p-p---na- u--------,h
i-------- n-s---mv- u-------- c-------- v1saia--- l-s---na- n-s---na- u-------- v1piia--- v-sppamn- c-------- p2s----d- d-------- v1sasa--- r-------- n-s---ma- u-------- c-------- p1s---mn- r-------- p2s----a- v-sppemn- a-s---mn- d-------- n-s---fd- l-s---fd- a-s---fd- c-------- a-s---md- p-s---md- v1spoa--- n-s---mn- u--------,h
v1spia--- d-------- d-------- u--------,h
v-sapamn- l-s---ma- n-s---ma- a-s---ma- v1spia--- l-s---na- n-s---na- u-------- v-sppamn- p-s---ma- c-------- v--pna--- l-s---ma- v-sppama- v--ana--- p-s---na- u--------,h
d-------- v-sppamn- p-s---nn- d-------- d-------- v1siie--- u--------,h
p2s----n- d-------- v2saim--- d-------- u--------,h
v1spia--- d-------- p-s---md- r-------- p-p---na- v-sapmmn- u-------- v2samm--- p-s---ma- r-------- a-s---na- n-s---na- c-------- v-sppama- v--pna--- r-------- d-------- v3sasa--- u-------- v-sapamn- a-p---na- p-s---md- c-------- d-------- a-p---na- a-p---na- v3sasa--- u--------,h
c-------- d-------- v-sapamg- p-s---mg- l-p---na- v-pppena- v3saia--- l-s---nn- n-s---nn- u-------- v-sapamn- l-p---mg- n-p---mg- l-p---ma- a-p---mas d-------- v1saia--- r-------- p-p---mg- c-------- v1saia--- p3s---ma- u--------,h
d-------- v3saia--- i-------- n-s---mv- r-------- l-s---ng- n-s---ng- a-s---ng- u-------- c-------- a-s---md- n-s---md- v3saim--- l-s---mn- n-s---mn- u--------,h
n-s---mn- d-------- d-------- l-s---ma- a-s---ma- v3siia--- n-s---ma- u--------,h
n-s---mn- d-------- v-sppamn- p-s---ma- p-s---md- v3siia--- n-s---ma- r-------- l-s---na- v-srpana- u-------- a-p---na- d-------- u-------- r-------- d-------- v3saia--- p-s---mn- r-------- l-s---mg- n-s---mg- p-s---na- n-s---na- u-------- d-------- v3siie--- l-s---md- n-s---md- u-------- d-------- c-------- c-------- p-s---md- v3slie--- u-------- v3siia--- v-sppamn- c-------- v3spia--- d-------- l-s---mn- n-s---mn- c-------- l-s---nn- v-srpann- v3spia--- d-------- u--------,h
l-s---nd- d-------- d-------- v-srpend- v3siia--- v-sppamn- r-------- l-s---ma- n-s---ma- a-s---ma- v1siia--- d-------c u-------- c-------- n-s---fd- l-s---fd- a-s---fd- v-srpemn- d-------- r-------- a-s---md- v1siie--- u--------,h
d-------- d-------- l-s---fg- n-s---fg- d-------- v-srpafg- u-------- p-s---na- d-------- l-s---ma- p-s---mg- n-s---ma- v2sama--- r-------- l-s---ma- n-s---ma- l-s---ma- n-s---ma- u-------- p-s---na- c-------- u-------- n-p---nn- d-------- l-s---mg- n-s---mg- v1spsa--- v--pna--- p-p---md- n-p---mg- n-s---fn- a-s---fn- v3ppie--- u-------- v2srma--- p1s---md- r-------- n-s---nn- u--------,h
n-s---mn- d-------- c-------- v3saia--- p-p---na- u-------- v-sapamn- c-------- a-p---na- v-sapmmn- c-------- d-------- l-s---fn- n-s---fn- l-p---mn- r-------- v-sppana- v3slia--- c-------- c-------- r-------- n-p---fd- a-p---fd- r-------- n-s---ma- v3slie--- u-------- v3siia--- r-------- l-p---na- n-p---na- u--------,h
v-sapamn- d-------- l-s---fa- a-s---fa- u-------- v3siia--- d-------- p-s---md- n-s---mn- a-s---mn- a-s---mn- n-p---na- n-p---na- c-------- a-------- d-------- d-------- v-srpamn- u-------- p-s---ma- v--pna--- v--pna--- d-------- v-sppamn- r-------- n-s---mg- c-------- v--pna--- p-s---na- a-s---na- d-------- p-s---mn- v2spse--- u-------- p-s---mn- c-------- a-s---mn- v-sppamn- v3spia--- l-s---fd- n-s---fd- l-p---na- v-papana- u--------,h
n-s---mn- d-------- u-------- c-------- p-s---md- v3saim--- l-s---mn- n-s---mg- n-s---mn- u-------- v-sapamn- p-s---ma- c-------- r-------- a-p---na- v-sapamn- l-p---na- d-------- v3saia--- l-p---na- c-------- v3saia--- l-p---ng- n-p---ng- u-------- a-p---na- c-------- v-sapmmn- v3siia--- a-p---na- u--------,h
c-------- d-------- l-s---fg- n-s---fg- v-sppefg- l-s---mg- n-s---mg- v3piia--- p-s---md- d-------- a-p---mn- n-p---mn- c-------- l-s---mn- n-s---mn- u-------- l-p---md- d-------- p-p---md- c-------- a-s---md- n-s---md- v3piie--- n-p---fn- a-p---fn- n-p---ng- n-p---ng- u-------- n-s---md- c-------- l-s---mg- n-s---mg- l-s---mg- p-s---ng- u-------- r-------- n-s---fg- d-------- c-------- a-p---fg- n-p---fg- d-------- c-------- n-p---mg- u-------- a-p---nn- a-p---nn- u--------,h
p-p---nn- d-------- d-------- v3siie--- r-------- n-s---nd- v-prpenn- u-------- c-------- c-------- l-s---md- n-s---md- v3siia--- d-------- v--pna--- l-s---fg- n-s---fg- u-------- n-s---mn- v3siie--- p3s---ma- c-------- v3saop--- p-s---na- l-s---fd- n-s---fd- u--------,h
v-sppemg- d-------- n-s---mg- d-------- d-------- v--anp--- u-------- v3piia--- p-p---md- v3siie--- l-s---fa- n-s---fa- l-s---mg- n-s---mg- v-srpefa- d-------- l-p---fa- n-p---fa- c-------- l-p---ma- n-p---ma- u-------- n-s---ma- c-------- v3piia--- v-papamn- v--pna--- d-------- c-------- v--ana--- p-s---na- v3spie--- p-p---ng- u--------,h
v-sppemn- d-------- l-s---mn- n-s---mn- c-------- v-sppamn- v3spia--- l-s---mg- n-s---mg- l-p---na- n-p---na- u-------- v-sapamn- c-------- d-------- v3saip--- d-------- c-------- p-s---mg- v3spie--- u--------,h
v3siie--- d-------- p-s---ma- l-s---mn- n-s---mn- c-------- v3spoa--- a-s---ng- n-s---ng- n-p---na- v3sroa--- u--------,h
l-s---mn- d-------- d-------- v--pna--- v3siia--- c-------- a-s---na- v--pna--- a-s---na- p-s---na- d-------- n-s---mn- v3spsa--- u--------,h
p-p---nd- d-------- v-sapmmn- c-------- v-sapamn- l-p---na- a-p---na- l-p---ng- n-p---ng- v3spia--- r-------- l-p---na- n-p---na- u-------- d-------- c-------- v3siia--- u-------- c-------- p1s---mn- v1spsa--- u-------- v-sapamn- v--fna--- l-p---na- a-p---na- u--------,h
n-s---md- d-------- n-s---mn- n-s---fa- a-s---fa- v3saia--- u-------- n-s---mg- c-------- r-------- v-sppamn- v3siia--- l-p---ma- p-p---ma- l-p---mg- n-s---mn- p-p---mn- l-s---na- n-s---na- p-s---md- d-------- v3paia--- u--------,h
v-papmma- d-------- v3siie--- l-s---mn- n-s---mn- p-s---fd- v3paia--- p-s---md- l-s---fa- n-s---fa- u--------,h
l-p---mn- d-------- r-------- p-p---na- v3paia--- v-pppamn- c-------- v--ana--- v3siia--- l-s---ma- n-s---ma- u-------- c-------- v3saia--- c-------- d-------- v3saia--- a-s---na- u--------,h
l-s---mn- d-------- v3spie--- p-p---ma- p-p---nd- u--------,h
v3spia--- d-------- l-s---mn- n-s---mn- c-------- v3spia--- u-------- c-------- p-s---ma- r-------- n-s---mg- v-sppema- l-p---mn- r-------- l-s---fg- n-s---fg- n-p---mn- v3paim--- n-s---ma- u--------,h
l-s---mn- d-------- a-p---na- a-p---na- d-------- l-p---mn- a-s----d- n-s---md- n-p---mn- v3saia--- v-sapamn- u--------,h
d-------- d-------- a-p---ma- d-------- n-p---ma- d-------- n-p---ma- c-------- l-p---na- a-p---na- a-p---na- v-sapamn- v3siia--- u--------,h
d-------- d-------- r-------- p-s---na- p2p----d- p-p---nn- v3spie--- v--pna--- u--------,h
v3paia--- l-p---mn- n-p---mn- c-------- d-------- v3spia--- d-------- c-------- v3saia--- l-s---mn- n-s---mn- d-------- r-------- n-s---fg- a-s---fg- u-------- v2spma--- d-------- p-s---mg- r-------- c-------- n-s---ma- v2spma--- a-s---ma- u--------,h
d-------- d-------- d-------- l-s---na- a-s---na- v3sfia--- u--------,h
r-------- a-p---na- d-------- d-------- l-p---ng- n-p---ng- p1p---md- a-p---nn- v3sria--- u-------- c-------- l-p---nn- d-------- l-p---ng- n-p---ng- v-pppenn- d-------- r-------- a-s---na- v3spie--- u--------,h
v3spie--- l-s---mn- n-s---mn- p-p---md- u--------,h
d-------- p-s---mn- i-------- n-p---mv- d-------- a-s---mn- n-s---fa- v1spia--- u-------- n-s---mg- v-sappmg- l-s---mg- n-s---mg- v--pna--- d-------- l-s---ma- n-s---ma- c-------- p-s---md- l-s---ma- n-s---ma- a-s---ma- v--pna--- a-s---na- d-------- p-s---na- u--------,h
d-------- d-------- d-------- d-------- v2pama--- p1s---md- d-------- v-papemn- p-p---nn- v3spia--- a-p---nns v--pna--- n-s---md- d-------- l-s---md- a-s---md- c-------- p-p---md- u--------,h
v3paia--- r-------- p-p---na- l-p---mn- n-p---mn- i-------- n-s---mv- u-------- d-------- a-p---md- p-p---md- r-------- a-s---ng- v3spia--- v--pne--- n-s---fa- l-s---fa- a-s---fa- u--------,h
d-------- d-------- d-------- v3spie--- r-------- l-s---ma- n-s---ma- a-s---ma- v-sppafn- v-sppama- n-s---ma- u-------- c-------- p-p---mn- v-pppamn- n-p---mn- v1ppie--- d-------- c-------- n-s---mg- a-s---mg- v1ppie--- r-------- n-p---mg- u-------- v-pppamn- n-p---mn- u--------,h
p-s---mg- d-------- v-srpamg- n-s---mg- u-------- v-sppamg- n-s---mg- u-------- d-------- v1piia--- l-s---na- n-s---na- c-------- n-p---fa- r-------- p-s---mg- a-p---fa- v1ppia--- u--------,h
d-------- d-------- d-------- p1p---md- p-s---mg- c-------- l-s---fg- a-s---fg- n-s---fg- v-sppann- v3spia--- u--------,h
d-------- d-------- c-------- a-s---na- p-s---na- v1piia--- u-------- a-s---na- d-------- p-s---md- v1piia--- u--------,h
d-------- d-------- v-sapamg- l-s---ng- n-s---ng- r-------- a-s---na- u-------- p-p---mn- d-------- v1ppia--- c-------- p2s----d- a-p---na- p-p---na- v1ppie--- u--------,h
l-s---ma- d-------- n-s---ma- a-s---ma- r-------- n-p---mg- v2samm--- r-------- n-p---ma- d-------- c-------- l-p---ma- v-papmma- u--------,h
v-sppamn- p-p---na- l-s---mn- n-s---mn- v3saip--- d-------- c-------- v-sapamn- l-s---ma- n-s---ma- v3siia--- p-s---md- p-p---na- u--------,h
i-------- n-s---mv- u-------- n-s---ma- d-------- p1s---mn- r-------- n-s---fa- n-s---mg- d-------- a-s---fa- v1siia--- u-------- l-s---fd- p-s---mg- c-------- n-s---fd- v2siia--- u--------,h
d-------- d-------- v2spma--- v-sppamn- r-------- n-p---ma- u-------- n-p---ma- c-------- p-s---mn- d-------- v1sfia--- u--------,h
v-sapamn- d-------- d-------- n-s---ma- d-------- c-------- n-s---fa- v2sfia--- d-------- r-------- n-s---ma- d-------- l-s---ma- n-s---ma- c-------- l-s---fa- n-s---fa- p-s---mg- u--------,h
p-p---na- v-saiamn- l-s---mn- n-s---mn- v3spia--- l-s---ma- n-s---ma- u--------,h
v-sapama- d-------- p-s---ma- r-------- l-s---mg- n-s---mg- l-p---na- n-p---na- v3paim--- l-p---mn- v-papmmn- u-------- d-------- v-papmmn- c-------- v3paim--- u-------- d-------- v3piie--- a-p---na- d-------- v-pppemn- d-------- d-------- v--ana--- u-------- v3piia--- c-------- a-s---md- n-s---md- v3saom--- u--------,h
l-s---mn- d-------- p-p---md- v3siia--- u-------- v-sppamn- r-------- l-s---ng- d-------- d-------- v--rna--- c-------- v--rna--- a-s---na- u-------- r-------- n-s---fa- c-------- v--anm--- a-s---fa- l-s---fa- p-s---ng- n-s---fa- u--------,h
v--pne--- d-------- d-------- c-------- n-s---mg- l-s---mg- n-s---mg- v3spoa--- n-s---mn- u-------- r-------- c-------- l-s---fg- d-------- n-s---fg- l-s---ma- a-s---ma- n-s---ma- l-p---mg- n-p---mg- v--anm--- u--------,h
v--anp--- d-------- v3siia--- r-------- l-s---fg- l-s---mg- n-s---mg- n-s---fg- u-------- v3siia--- d-------- p-s---fa- v-sppamn- r-------- a-s---ng- u-------- v3siia--- c-------- p-s---md- r-------- l-s---md- n-s---md- l-p---nn- a-p---nn- l-s---fn- n-s---fn- u--------,h
l-p---mn- d-------- n-p---mn- v-papamn- l-s---na- n-s---na- a-s---na- u-------- c-------- d-------c v2spse--- l-p---md- n-p---md- v--pna--- p-p---md- l-s---mn- n-s---mn- u-------- v3paia--- n-s---fa- c-------- v-srpema- n-s---ma- n-s---fn- v3saia--- u--------,h
d-------- d-------- l-s---fn- n-p---fa- a-s---fn- v3sria--- u--------,h
n-s---md- d-------- v-srpemd- c-------- v-sppamd- l-p---mg- a-p---mg- a-s---mds c-------- a-s---mds v3siie--- l-s---mn- n-s---mn- n-p---na- v-sppamn- u-------- v--anm--- n-s---ma- v-sppamn- u--------,h
r-------- p-s---mg- d-------- v-sppamg- n-s---mg- d-------- v3siia--- n-s---fa- v-sfpmfa- r-------- n-s---ma- u-------- n-s---ma- c-------- v-sppamn- v-sppema- v3siie--- a-s---ma- u-------- l-p---fa- n-p---fa- l-p---fa- n-s---mg- l-p---fd- p-s---mg- v-sppemn- u--------,h
r-------- d-------- d-------- p-s---ng- p-p---nn- p-s---md- v3slie--- u--------,h
v-sppamg- l-s---mg- n-s---mg- a-s---mg- r-------- l-p---ma- n-p---ma- u-------- v-sppamn- n-s---md- a-s---md- l-s---mn- n-s---mn- l-p---mg- a-p---mg- n-p---mg- v3siia--- c-------- v3spia--- n-s---ma- v-papmma- n-s---ma- v2samm--- l-s---fg- n-s---fg- u--------,h
v-srpeng- d-------- p-s---md- p-s---ng- c-------- v-sppang- a-s---ng- u-------- d-------- d-------- l-s---md- n-s---md- v-sppemd- r-------- n-p---md- v-sppemn- n-s---mn- v--ana--- l-s---fa- p-s---mg- n-s---fa- d-------- d-------- d-------- v3siia--- d-------- l-p---fg- n-p---fg- v-ppppfg- u-------- l-s---mn- c-------- v3spie--- p-s---na- u--------,h
n-s---ma- v-sapemn- u-------- d-------- v-sapamn- p-s---mg- l-s---fa- n-s---fa- c-------- p-s---na- v-sapamn- u-------- c-------- d-------- v3siia--- d-------- v3saia--- n-s---na- u-------- v-sapamn- p-p---nn- p-s---md- v3siia--- u--------,h
v-sapamn- d-------- l-s---mg- n-s---mg- l-s---fa- n-s---fa- u-------- c-------- n-s---fa- v-sapamn- d-------- n-s---md- l-p---mg- n-p---mg- l-s---md- a-s---mds u-------- v3saia--- r-------- l-p---ma- n-p---ma- u-------- v-sapmmn- p-s---md- r-------- n-s---fg- v-sppama- l-s---ma- n-s---ma- n-s---md- v--ana--- a-s---fd- p3s---ma- v--ana--- c-------- p-s---na- p-s---md- p-p---na- v-sppamd- v--ana--- u--------,h
p-p---nn- d-------- d-------- d-------- a-p---nn- v3siie--- c-------- l-s---mn- n-s---mn- v-sapamn- l-s---ma- n-s---ma- v3saia--- u--------,h
v-sapamn- d-------- r-------- p-s---md- l-s---na- n-s---na- a-s---na- v-sapamn- v3siie--- u-------- l-p---na- c-------- n-p---na- v3siia--- a-p---na- u--------,h
i-------- n-s---mv- n-s---mg- u-------- p2s----a- d-------- n-p---mn- v3ppia--- u--------,h
d-------- d-------- d-------- d-------- r-------- p-s---na- n-s---fg- v2saim--- u--------,h
p2s----n- d-------- n-s---ma- l-s---ma- p-s---mg- n-s---ma- v2samm--- u--------,h
r-------- d-------- d-------- l-s---fa- p-s---mg- n-s---fa- v2sria--- u-------- l-s---na- c-------- r-------- n-p---ma- d-------- c-------- p1s---ma- v2spia--- u--------,h
l-p---na- p2s----a- d-------- d-------- v1spsa--- a-p---na- v--rna--- u-------- p-s---mg- d-------- a-s---mg- r-------- c-------- v3saip--- u-------- c-------- a-p---na- p1s---mn- r-------- n-s---mg- v1sria--- u-------- c-------- p2s----a- d-------- v1saia--- c-------- v1saia--- l-s---md- n-s---md- u--------,h
p2s----n- d-------- u-------- c-------- v2spse--- a-p---mn- v--pne--- u-------- a-s---fa- d-------- n-s---mn- v3spia--- n-s---fg- u-------- p-s---fg- a-s---fg- v2sfia--- u--------,h
n-p---ma- d-------- v-sappmn- v--pne--- v2spma--- r-------- n-p---ma- u--------,h
d-------- c-------- d-------- p1s---mn- r-------- n-s---mg- v1sasp--- n-s---mn- a-p---na- p-s---mg- u-------- v3spia--- p-s---md- p-p---na- p2s----n- v2spie--- u-------- c-------- c-------- l-p---mg- p-s---mn- a-p---mg- a-s---mn- n-p---mg- u--------,h
a-p---mn- d-------- p-p---mn- v-papamn- r-------- p-s---mg- c-------- v-papmmn- r-------- p-s---mg- n-s---ma- v--pna--- v3pfia--- u--------,h
d-------- d-------- a-s---ng- l-s---ng- d-------- d-------- v-sppang- u-------- v2spma--- p-p---na- c-------- v2spma--- r-------- n-s---na- u--------,h
v-sppamn- p-p---na- l-s---mn- n-s---mn- v3siia--- a-s---md- n-s---md- a-s---mds n-p---ma- v3sasa--- v--pne--- u-------- v-sppamn- c-------- v3spie--- p-p---na- a-p---nas v--pna--- u--------,h
v3siia--- d-------- p-p---na- u--------,h
v-sapamn- r-------- n-s---na- p-p---na- v3siie--- u-------- n-s---fa- l-p---mg- n-p---mg- v3saia--- u-------- d-------- c-------- v-sapamn- l-s---na- n-s---na- c-------- v-sppemn- v3siia--- n-s---ma- p3s---ma- n-s---ma- n-p---mg- v--pna--- u--------,h
d-------- d-------- u-------- v3siia--- v-sppamn- u-------- i-------- n-p---mv- u-------- v1spia--- p-p---md- v--pna--- a-s---ma- v-sppama- n-s---na- u--------,h
n-s---mn- d-------- p-p---na- v3saia--- u--------,h
v3spia--- d-------- n-p---mg- a-p---nn- n-p---nn- u-------- c-------- l-p---na- d-------- p-p---ng- l-s---mn- n-s---mn- v3saia--- c-------- v3saia--- v--pne--- r-------- n-p---mg- u--------,h
v3spia--- d-------- p-p---nn- u-------- r-------- p-p---ng- a-p---mn- a-p---mn- v3prip--- n-p---mn- u-------- n-p---mn- n-p---mn- n-p---mn- u--------,h
p-p---mg- n-p---mn- v3ppia--- a-p---mn- u-------- r-------- l-p---md- c-------- n-s---md- v3ppia--- n-s---fn- u-------- d-------- l-p---mn- n-p---mn- l-p---mn- n-p---mn- v3pria--- u--------,h
a-p---mn- d-------- n-p---mn- v3ppia--- p-p---mn- u-------- n-p---mn- n-p---mn- n-p---mn- u--------,h
p-p---mn- d-------- a-p---mn- n-p---mn- v3ppia--- u-------- l-p---mn- c-------- p-p---mn- n-p---mn- u-------- n-p---mn- n-p---mn- n-p---mn- n-p---mn- u--------,h
c-------- d-------- v3piia--- a-p---mn- v-pppamn- l-s---na- v-srpena- u-------- d-------- l-s---mn- n-s---mn- u-------- v3siia--- d-------- a-s---mn- n-s---mn- l-s---fg- a-s---fg- a-p---mn- a-s---na- d-------- r-------- a-------- n-p---ma- c-------- a-------- d-------- u-------- a-s---ma- p-p---md- l-s---ma- n-s---ma- v3saia--- v--ana--- r-------- n-s---fd- u--------,h
v-papamg- d-------- l-p---mg- n-p---mg- l-s---ma- v-srpema- n-s---ma- u-------- a-p---na- p-p---md- v3saia--- r-------- l-s---fa- a-s---fa- v--pna--- v-prpema- u--------,h
r-------- d-------- p-s---nd- l-p---na- d-------- n-p---na- d-------- l-p---fa- n-s---fg- c-------- l-p---na- n-p---na- l-s---mn- n-s---mn- a-p---na- l-s---mg- n-s---mg- v-sapamn- r-------- p-s---na- v3saia--- c-------- v3siia--- d-------- v-sfpmmn- l-s---ma- n-p---mg- n-s---ma- u-------- r-------- d-------- n-s---nd- d-------- c-------- n-p---nd- d-------- a-p---nd- u--------,h
v-papmma- d-------- l-s---fd- a-s---fd- l-p---ma- n-p---ma- v-sapamn- r-------- n-s---ma- v3siia--- u--------,h
c-------- d-------- r-------- n-s---ng- v3piia--- u-------- v3siie--- p-p---ma- l-s---mn- n-s---mn- a-p---na- p-p---na- l-s---fd- a-s---fd- v3piia--- c-------- p-p---nn- v-pppann- p-p---md- v3siia--- a-p---nac u--------,h
l-p---mn- d-------- v3piia--- a-s---na- v--pna--- p-p---ng- l-s---na- a-s---na- u--------,h
l-s---fa- d-------- d-------- a-s---fa- n-s---fa- a-p---na- p-p---md- a-p---na- v--pna--- u-------- l-s---fa- c-------- d-------- v-sppafa- a-p---na- a-p---na- u--------,h
v-sapamn- d-------- a-s---na- l-s---na- n-s---na- l-s---mn- n-s---mn- v3siia--- l-s---ma- a-s---ma- n-s---ma- u-------- v-sppamn- n-p---mv- n-p---mv- u-------- d-------- p-p---md- v3spia--- u--------,h
v-pppemd- d-------- p1s---mg- v--pne--- v3spia--- p-p---nn- d-------- c-------- p-p---nn- a-p---nn- a-p---nn- u-------- a-s---ma- n-s---ma- a-s---ma- v-pppamd- u-------- d-------- v-pppemd- c-------- p1s---mg- v--pne--- v3ppia--- p-p---md- n-p---mn- l-s---md- a-s---md- a-p---mn- a-p---mn- u--------,h
d-------- d-------- p1s---mg- v-pppemn- v2ppme--- a-p---mn- u--------,h
p-s---mn- d-------- d-------- v1spia--- a-s---fd- n-s---fd- v-srpamn- p-p---na- r-------- n-p---fa- v--pne--- u-------- c-------- p2p---ma- v1srie--- n-p---ma- n-p---mg- v--pna--- d-------- a-p---mac d-------- p-p---na- c-------- l-p---na- a-p---na- u--------,h
d-------- d-------- v-pppang- d-------- u-------- v2ppme--- r-------- n-s---mg- l-s---fa- a-s---fa- u--------,h
n-p---mn- d-------- d-------- n-s---mg- v-papmmn- a-p---mn- v3piie--- u-------- c-------- d-------- a-s---na- v-pppemn- r-------- n-p---mg- v--pne--- u--------,h
n-s---mn- d-------- c-------- v3saim--- n-s---ma- p-p---na- v-sppama- u-------- v-sapamn- n-s---ma- v3siia--- p-s---ma- u--------,h
l-s---mn- d-------- n-s---mn- v3siia--- l-s---ma- n-s---ma- v--pna--- c-------- a-s---na- v3sfoa--- r-------- p-s---ma- c-------- n-s---mn- a-s---mn- v3sfia--- u--------,h
v-sppamn- d-------- p-p---na- l-s---mn- n-s---mn- n-p---ma- d-------- v3saia--- a-p---ma- u-------- c-------- n-s---ma- p-p---mg- d-------- a-s---mn- v-sppamn- n-s---ma- v3saia--- u-------- v--pna--- v-sppemn- p-p---na- p-s---ma- v3slia--- u--------,h
c-------- d-------- l-p---mn- n-p---mn- v-papmmn- l-p---md- n-p---md- v3piia--- u-------- l-p---mn- d-------- p-p---mn- p-p---mg- v3piie--- u-------- a-p---mn- d-------- l-s---mg- n-s---mg- v3paia--- u-------- l-p---mn- d-------- v3piia--- r-------- l-p---ma- n-p---ma- u-------- l-p---mn- c-------- a-p---mn- v3piia--- d-------- c-------- v3piia--- u--------,h
